subject,trial,window_index,valence,arousal,dominance,eeg_ch0_mean,eeg_ch0_std,eeg_ch0_skew,eeg_ch0_kurt,eeg_ch0_min,eeg_ch0_max,eeg_ch0_delta_power,eeg_ch0_theta_power,eeg_ch0_alpha_power,eeg_ch0_beta_power,eeg_ch0_gamma_power,eeg_ch1_mean,eeg_ch1_std,eeg_ch1_skew,eeg_ch1_kurt,eeg_ch1_min,eeg_ch1_max,eeg_ch1_delta_power,eeg_ch1_theta_power,eeg_ch1_alpha_power,eeg_ch1_beta_power,eeg_ch1_gamma_power,eeg_ch2_mean,eeg_ch2_std,eeg_ch2_skew,eeg_ch2_kurt,eeg_ch2_min,eeg_ch2_max,eeg_ch2_delta_power,eeg_ch2_theta_power,eeg_ch2_alpha_power,eeg_ch2_beta_power,eeg_ch2_gamma_power,eeg_ch3_mean,eeg_ch3_std,eeg_ch3_skew,eeg_ch3_kurt,eeg_ch3_min,eeg_ch3_max,eeg_ch3_delta_power,eeg_ch3_theta_power,eeg_ch3_alpha_power,eeg_ch3_beta_power,eeg_ch3_gamma_power,eeg_ch4_mean,eeg_ch4_std,eeg_ch4_skew,eeg_ch4_kurt,eeg_ch4_min,eeg_ch4_max,eeg_ch4_delta_power,eeg_ch4_theta_power,eeg_ch4_alpha_power,eeg_ch4_beta_power,eeg_ch4_gamma_power,eeg_ch5_mean,eeg_ch5_std,eeg_ch5_skew,eeg_ch5_kurt,eeg_ch5_min,eeg_ch5_max,eeg_ch5_delta_power,eeg_ch5_theta_power,eeg_ch5_alpha_power,eeg_ch5_beta_power,eeg_ch5_gamma_power,eeg_ch6_mean,eeg_ch6_std,eeg_ch6_skew,eeg_ch6_kurt,eeg_ch6_min,eeg_ch6_max,eeg_ch6_delta_power,eeg_ch6_theta_power,eeg_ch6_alpha_power,eeg_ch6_beta_power,eeg_ch6_gamma_power,eeg_ch7_mean,eeg_ch7_std,eeg_ch7_skew,eeg_ch7_kurt,eeg_ch7_min,eeg_ch7_max,eeg_ch7_delta_power,eeg_ch7_theta_power,eeg_ch7_alpha_power,eeg_ch7_beta_power,eeg_ch7_gamma_power,eeg_ch8_mean,eeg_ch8_std,eeg_ch8_skew,eeg_ch8_kurt,eeg_ch8_min,eeg_ch8_max,eeg_ch8_delta_power,eeg_ch8_theta_power,eeg_ch8_alpha_power,eeg_ch8_beta_power,eeg_ch8_gamma_power,eeg_ch9_mean,eeg_ch9_std,eeg_ch9_skew,eeg_ch9_kurt,eeg_ch9_min,eeg_ch9_max,eeg_ch9_delta_power,eeg_ch9_theta_power,eeg_ch9_alpha_power,eeg_ch9_beta_power,eeg_ch9_gamma_power,eeg_ch10_mean,eeg_ch10_std,eeg_ch10_skew,eeg_ch10_kurt,eeg_ch10_min,eeg_ch10_max,eeg_ch10_delta_power,eeg_ch10_theta_power,eeg_ch10_alpha_power,eeg_ch10_beta_power,eeg_ch10_gamma_power,eeg_ch11_mean,eeg_ch11_std,eeg_ch11_skew,eeg_ch11_kurt,eeg_ch11_min,eeg_ch11_max,eeg_ch11_delta_power,eeg_ch11_theta_power,eeg_ch11_alpha_power,eeg_ch11_beta_power,eeg_ch11_gamma_power,eeg_ch12_mean,eeg_ch12_std,eeg_ch12_skew,eeg_ch12_kurt,eeg_ch12_min,eeg_ch12_max,eeg_ch12_delta_power,eeg_ch12_theta_power,eeg_ch12_alpha_power,eeg_ch12_beta_power,eeg_ch12_gamma_power,eeg_ch13_mean,eeg_ch13_std,eeg_ch13_skew,eeg_ch13_kurt,eeg_ch13_min,eeg_ch13_max,eeg_ch13_delta_power,eeg_ch13_theta_power,eeg_ch13_alpha_power,eeg_ch13_beta_power,eeg_ch13_gamma_power,ecg_ch0_mean,ecg_ch0_std,ecg_ch0_skew,ecg_ch0_kurt,ecg_ch0_min,ecg_ch0_max,ecg_ch0_hr_mean,ecg_ch0_hr_std,ecg_ch0_rmssd,ecg_ch1_mean,ecg_ch1_std,ecg_ch1_skew,ecg_ch1_kurt,ecg_ch1_min,ecg_ch1_max,ecg_ch1_hr_mean,ecg_ch1_hr_std,ecg_ch1_rmssd
1,1,88,4.0,3.0,2.0,4375.164,8.5438385,0.09573738,-0.89280105,4357.436,4392.8203,0.21192265,0.06396094,0.0133006135,0.6962002,0.013468959,4084.231,9.057771,-0.2567245,-0.31015253,4062.0513,4103.59,0.36232463,0.28886005,0.022377811,0.30127555,0.019706495,4081.3542,70.65413,0.33894828,-0.82270646,3941.5386,4229.7437,0.6299624,0.25478497,0.02949228,0.07175073,0.007572667,4322.075,79.13973,0.3607645,-0.691062,4160.0,4501.5386,0.5611062,0.23791245,0.024583323,0.16180293,0.007901881,4200.2485,95.45006,0.335427,-0.6390035,3999.487,4420.5127,0.56157035,0.24397212,0.02488586,0.15750633,0.006524445,4347.1875,18.1674,-0.12991251,-0.64620113,4303.59,4385.1284,0.40396196,0.433396,0.03261181,0.109990634,0.01143404,4387.38,53.15349,-0.38396844,-0.2276802,4238.4614,4493.3335,0.3750421,0.39744234,0.033575542,0.17947799,0.008030212,3867.2676,98.64684,0.1811489,-0.7702501,3659.487,4084.6155,0.512099,0.22642837,0.027063658,0.22174953,0.007747681,4224.6357,79.32116,0.42861536,-0.8331902,4071.282,4398.4614,0.6351919,0.25504017,0.026586961,0.06846843,0.0080626,4164.8643,100.47064,0.2541553,-0.6171255,3945.1282,4393.846,0.54212266,0.23244408,0.02547664,0.18712242,0.0074816495,3875.2285,59.272175,-0.08496913,-0.7297571,3733.8462,3998.4614,0.46672055,0.32711524,0.03190093,0.15828748,0.008478258,4310.3643,39.485073,0.24069677,-0.7428725,4233.3335,4393.3335,0.6319882,0.27880886,0.034255613,0.04149155,0.0070142206,4205.4727,86.080284,0.31474215,-0.6627202,4030.7693,4402.564,0.5908995,0.24799395,0.028590234,0.117412046,0.008249307,4097.576,89.372375,-0.09366666,-0.74373555,3895.3845,4283.59,0.5200055,0.24507876,0.03172092,0.19260754,0.006130823,2022.5469,52.79395,1.8120576,13.866964,1843.0,2339.0,111.30434782608695,0.0,,2023.3633,44.329784,2.8878372,15.943785,1914.0,2315.0,112.11678832116787,0.0,
1,1,89,4.0,3.0,2.0,4375.2803,7.951898,-0.0050361655,-1.0508561,4360.5127,4390.2563,0.107908465,0.072738975,0.010533211,0.782347,0.024718167,4086.895,8.486482,0.129607,-0.050495863,4067.6924,4113.3335,0.36442646,0.2291314,0.031345457,0.3293923,0.03676407,4093.3655,57.99379,0.22394468,-0.035140038,3967.6924,4245.641,0.56753856,0.3112253,0.024737334,0.08178048,0.0097049605,4341.1377,66.31695,0.2846489,0.2029314,4183.077,4527.1797,0.4892865,0.27236408,0.01948535,0.20560987,0.008440067,4235.4766,81.07684,0.353943,0.17499423,4054.8718,4471.282,0.5195643,0.26889244,0.015640233,0.18425868,0.007573554,4348.826,16.239038,0.13331097,0.23874807,4309.7437,4392.8203,0.38349226,0.4001461,0.028441595,0.15427426,0.02233981,4405.9336,48.4667,0.08761544,0.19146943,4284.615,4540.0,0.3864937,0.35685596,0.025114046,0.2108074,0.013819004,3898.4375,80.67835,0.15005648,0.005831957,3720.0,4118.974,0.44295108,0.2556703,0.015694024,0.2759433,0.0074456665,4240.9453,63.050095,0.42370236,0.21638346,4109.231,4417.436,0.591981,0.28867936,0.021830007,0.08325377,0.009256785,4196.9834,84.52495,0.39628676,0.14410758,4019.487,4444.615,0.48741233,0.26520455,0.015471635,0.22300792,0.0055070044,3880.3003,51.780457,0.28985474,0.29307747,3767.1794,4031.282,0.42283046,0.34391782,0.027448704,0.18417081,0.0148397,4384.5312,63.866467,-0.28829095,-0.9307444,4260.5127,4508.205,0.8421974,0.08470792,0.027386628,0.03130683,0.009378897,4211.202,70.75602,0.5625053,0.573735,4053.8462,4416.41,0.53958404,0.28895926,0.022351675,0.13229746,0.0109223835,4104.315,88.19241,0.66498065,0.9932132,3900.0,4371.795,0.49128667,0.31730452,0.011317862,0.1718927,0.0062637073,2042.5234,74.945244,1.7502022,8.66119,1849.0,2416.0,86.77966101694915,0.0,,2043.1992,62.43399,2.674462,11.355398,1923.0,2391.0,86.77966101694915,0.0,
1,1,90,4.0,3.0,2.0,4373.967,8.467969,0.060536537,-0.7812426,4354.8716,4393.3335,0.10512288,0.08269993,0.0127807455,0.7672358,0.028021788,4084.8599,9.255893,-0.022068007,0.07828164,4061.0256,4109.231,0.30585235,0.35088387,0.016196,0.29543763,0.025025621,4071.1138,60.472084,-0.04750351,-0.29361916,3935.8975,4221.026,0.50404453,0.39323416,0.01739765,0.07340138,0.00779541,4318.646,67.676094,-0.13141328,-0.28171206,4152.8203,4467.6924,0.4135492,0.37170017,0.016700184,0.1894455,0.005166044,4216.25,88.04023,0.065427005,-0.31473398,4018.4614,4427.1797,0.43845657,0.38607207,0.015246964,0.15040536,0.0062585464,4342.432,18.273302,-0.17659394,-0.23443747,4297.436,4388.718,0.3002046,0.5452687,0.028722655,0.10082782,0.017023297,4396.1943,53.251152,-0.2582488,-0.39989567,4261.5386,4505.641,0.2777738,0.50823,0.024991315,0.17711568,0.0073552458,3876.0898,87.630066,-0.057393692,-0.32958078,3669.2307,4074.8718,0.3878314,0.32569978,0.014830937,0.26072645,0.006725165,4218.758,67.35354,0.17360166,-0.2581532,4073.8462,4397.9487,0.47784442,0.42103252,0.016597105,0.072212875,0.0076022674,4180.829,87.7767,0.08166511,-0.3777659,3980.513,4394.359,0.4216347,0.35002464,0.016150272,0.20191136,0.006303105,3869.463,54.69699,-0.19646741,-0.3754909,3737.9487,3995.8975,0.3687864,0.42932343,0.020546695,0.16582562,0.010164004,4346.0176,50.760174,-0.22614996,-0.93862987,4244.615,4436.41,0.6926997,0.2617037,0.02436244,0.017298674,0.0028123732,4205.4727,74.032074,0.046970017,-0.30690646,4042.5642,4386.154,0.49774486,0.3631175,0.015582576,0.11113813,0.007960047,4095.6614,87.02114,-0.23565775,-0.5443671,3886.1538,4263.59,0.4795792,0.31178403,0.019039571,0.17877638,0.0068024257,2053.211,57.115242,2.6158605,20.03926,1853.0,2430.0,116.36363636363636,0.0,,2061.586,48.499683,3.5659533,23.757456,1932.0,2415.0,114.6268656716418,0.0,
1,1,91,4.0,3.0,2.0,4377.9287,8.453381,-0.15101193,-0.8284447,4360.5127,4396.41,0.22315492,0.0890091,0.02284627,0.64878577,0.015221391,4090.7896,10.745814,-0.13762116,-0.2597878,4064.1025,4115.8975,0.55149275,0.17729084,0.03691841,0.21816531,0.013624255,4137.0273,76.04646,-0.083633944,-0.15271783,3966.6667,4310.769,0.6989343,0.21487449,0.037115127,0.042638943,0.004549405,4384.347,86.01738,-0.15563954,-0.15188217,4173.3335,4585.1284,0.65272814,0.18986422,0.027586134,0.12359053,0.004483284,4306.6904,114.421555,-0.056905672,-0.13685226,4038.4614,4573.846,0.66551083,0.1786418,0.024068387,0.124353535,0.0060518766,4353.089,22.623365,-0.021134546,-0.43229556,4304.615,4402.0513,0.61753535,0.25709257,0.045575414,0.07089142,0.0054439204,4416.0776,66.186295,0.035190318,-0.42794347,4269.231,4569.7437,0.59627306,0.24547362,0.036591835,0.11456898,0.004885067,3962.4358,110.17579,-0.22516356,-0.17522335,3690.7693,4201.026,0.66648006,0.18946487,0.018171106,0.117850564,0.005907368,4302.885,89.08309,-0.10512492,-0.120695114,4097.436,4501.5386,0.7212145,0.20841235,0.024524782,0.04075869,0.0033355297,4269.1987,116.43375,-0.012691194,-0.051363707,3992.3076,4552.3076,0.62812275,0.19554612,0.022398008,0.14544791,0.006780162,3917.3716,68.34074,-0.11642804,-0.31362796,3762.0513,4066.1538,0.63335603,0.23204707,0.038236767,0.089599624,0.0044771475,4375.597,41.82077,-0.042040106,0.057533026,4275.8975,4465.641,0.68071735,0.2494213,0.040866423,0.023199156,0.003668255,4292.632,97.82443,-0.14715104,0.026909351,4063.077,4525.641,0.66391015,0.19199581,0.034560632,0.10233538,0.005577411,4184.499,113.903915,-0.32088506,-0.057751656,3909.7437,4441.5386,0.66896236,0.18400742,0.034116127,0.10762216,0.003995553,2046.7773,59.58182,2.403276,15.653372,1851.0,2411.0,90.3529411764706,0.0,,2056.9102,50.153316,3.4375906,20.062155,1942.0,2399.0,92.53012048192772,0.0,
1,1,92,4.0,3.0,2.0,4376.2705,8.223573,-0.09217736,-0.8514147,4357.436,4393.3335,0.062282342,0.089542106,0.007369326,0.82450336,0.014414699,4089.8438,8.200635,-0.115538605,0.13557553,4066.6667,4111.282,0.22654116,0.32703224,0.0313894,0.39600033,0.014666879,4126.4463,49.479862,-0.112493485,0.025506258,3995.3845,4245.641,0.4507007,0.41901422,0.020526659,0.098751396,0.0071292524,4365.8057,57.824688,-0.06889998,-0.10882163,4211.795,4510.2563,0.35147065,0.35396472,0.017463816,0.26828048,0.0058928127,4282.616,71.43565,0.030214809,0.039692163,4085.641,4474.8716,0.3605272,0.35267785,0.014371273,0.26184365,0.0075086937,4355.1523,20.662472,0.79935735,0.90660834,4306.6665,4412.8203,0.3786753,0.48983404,0.033098485,0.07990998,0.01322432,4419.7036,49.18728,0.022442432,0.2998662,4280.5127,4548.718,0.26929283,0.49069074,0.023583034,0.206684,0.0066417023,3937.4238,70.01162,-0.2684815,0.5228777,3714.359,4103.077,0.34590012,0.33858204,0.012025159,0.29183033,0.008730106,4279.7876,55.19224,-0.16842651,0.24042392,4127.6924,4416.923,0.41284552,0.46579233,0.017341297,0.09335806,0.0070941886,4242.7764,73.93469,-0.026486017,0.087447405,4031.795,4444.1025,0.3396151,0.32991472,0.013091296,0.30853912,0.006143625,3909.1387,47.44241,-0.127379,0.46487308,3768.205,4028.205,0.31326178,0.4590943,0.029096317,0.18832074,0.006522035,4360.549,29.01694,-0.25070924,0.32636905,4281.026,4421.5386,0.45384988,0.48084426,0.021107731,0.033133235,0.0067989705,4270.044,61.386494,0.07519635,-0.03137827,4109.7437,4436.923,0.3921204,0.36613864,0.0140387155,0.21375884,0.010562818,4145.4404,75.251564,-0.12538697,0.3685763,3914.359,4327.6924,0.37442917,0.38481143,0.014156915,0.21760988,0.006914925,2049.8906,68.55208,1.8155044,9.5987835,1872.0,2392.0,115.48872180451129,0.0,,2055.3125,57.700153,3.0553622,13.49003,1948.0,2389.0,77.57575757575758,0.0,
1,1,93,4.0,3.0,2.0,4377.8125,7.664347,-0.10823396,-1.1805882,4363.59,4390.769,0.026957156,0.091927566,0.013611554,0.84384125,0.022729754,4090.7732,7.505051,0.05595078,-0.434067,4073.8462,4108.205,0.08055211,0.41157505,0.0155274,0.46238324,0.024692971,4151.05,43.280388,-0.0030925588,-0.79682446,4049.2307,4248.205,0.16851805,0.6411099,0.03327042,0.13971467,0.011633686,4392.0835,53.35693,-0.018185202,-0.52466965,4253.3335,4515.385,0.15051778,0.48801333,0.023196882,0.32388464,0.00987392,4304.6553,69.167114,0.025125507,-0.44278526,4133.846,4463.59,0.15245567,0.50380063,0.020006614,0.30443397,0.014931354,4382.0195,15.021847,-0.34005582,-0.22653937,4339.4873,4414.359,0.122221105,0.6501146,0.024020253,0.16882798,0.024308952,4421.547,45.15074,0.04533351,-0.34070492,4302.564,4540.0,0.1169231,0.60373783,0.022105172,0.24131212,0.010284919,3956.923,68.044106,-0.17556438,-0.50005245,3780.0,4097.436,0.16637464,0.50240445,0.018335452,0.2978641,0.009985031,4304.034,51.370594,-0.14471637,-0.5608771,4173.846,4412.3076,0.20492165,0.64051557,0.019863268,0.11996287,0.009565853,4263.702,72.69673,0.019104583,-0.4540677,4083.077,4434.359,0.15419756,0.46904004,0.01860423,0.3437942,0.010372979,3922.7083,43.687374,0.14275548,-0.63495016,3822.5642,4036.923,0.13414186,0.6074191,0.02872227,0.21327682,0.010773343,4381.2334,25.935286,0.22047862,-1.038942,4331.282,4439.4873,0.22789137,0.67333996,0.03271238,0.045507275,0.014368068,4300.172,56.208252,0.21173571,-0.40266562,4172.3076,4455.8975,0.13154097,0.54414237,0.027810505,0.27797234,0.014019678,4168.157,73.21008,0.20269848,-0.66971135,4035.8975,4365.1284,0.32602888,0.39435476,0.044263657,0.22383407,0.0068820794,2053.9648,56.185963,2.387837,19.064653,1855.0,2418.0,106.66666666666669,0.0,,2053.5312,47.760456,3.6723049,24.401634,1928.0,2393.0,120.0,0.0,
1,1,94,4.0,3.0,2.0,4380.248,8.378335,-0.2627305,-0.6918802,4361.026,4397.436,0.121370316,0.16641952,0.006126868,0.68958867,0.015228179,4093.7341,10.018886,-0.07506679,-0.3617165,4070.2563,4118.974,0.23941481,0.46817794,0.010974463,0.2582679,0.019085873,4181.5186,69.01023,-0.32802987,-0.7041898,4022.0513,4309.7437,0.36428598,0.563253,0.014754039,0.04790235,0.0059475685,4424.9,75.69752,-0.19988179,-0.44240117,4229.231,4589.231,0.32896402,0.5058364,0.011962458,0.14535266,0.0047526453,4337.965,97.360016,-0.014391508,-0.44920945,4106.6665,4564.615,0.35302657,0.47699535,0.009365975,0.15328819,0.0053758314,4387.0996,19.935299,0.36266255,-0.32830477,4345.641,4437.436,0.19524415,0.694275,0.019134106,0.078239374,0.008818667,4438.4053,59.365677,0.25649142,-0.3218279,4299.4873,4593.3335,0.179458,0.66957414,0.013871479,0.1282598,0.0057395124,3976.9192,90.20863,-0.13688554,-0.43147278,3758.9744,4177.9487,0.28984153,0.5485014,0.010342669,0.14155775,0.006177412,4329.876,75.51332,-0.1001289,-0.6100316,4155.8975,4494.359,0.35225657,0.57626736,0.011389143,0.051631317,0.005140294,4289.984,95.908646,0.03803327,-0.35401416,4058.9744,4523.59,0.28900284,0.50669664,0.008509493,0.18907167,0.004720155,3944.295,60.91037,-0.07418114,-0.52249074,3797.4358,4081.5386,0.2726335,0.60847807,0.016576726,0.09279741,0.0057574688,4393.4976,41.877426,-0.3631071,-0.71886134,4301.5386,4467.1797,0.43890017,0.5221631,0.01571614,0.0151780555,0.005102214,4322.504,83.5087,-0.092765935,-0.40744543,4120.5127,4512.3076,0.34735942,0.50648266,0.010931511,0.12782313,0.0052803867,4190.104,102.41251,-0.15770993,-0.45949244,3939.487,4418.974,0.423386,0.43667316,0.017308164,0.11792901,0.002772019,2052.2969,55.392334,2.684188,20.524946,1861.0,2424.0,120.0,0.0,,2045.6641,46.61826,4.1550913,28.55617,1918.0,2410.0,112.94117647058825,0.0,
1,1,95,4.0,3.0,2.0,4376.631,8.4524765,-0.050152887,-0.79886556,4356.41,4394.359,0.1063182,0.13738269,0.0045723356,0.73875064,0.011956048,4091.33,11.111287,-0.44602296,0.19279432,4061.0256,4118.4614,0.28211933,0.5015404,0.013075973,0.19407548,0.00780651,4150.044,70.123955,-0.5284445,-0.44904017,3994.359,4279.4873,0.3463717,0.57728356,0.015583958,0.056642592,0.0029828574,4377.504,80.493454,-0.40433702,-0.46353197,4192.8203,4531.282,0.31831145,0.5165549,0.013411479,0.14765657,0.003097946,4279.6074,100.81343,-0.40106913,-0.4039924,4048.205,4475.8975,0.33040908,0.5131444,0.010652206,0.13948576,0.0054286495,4541.507,104.70379,-0.28587914,0.8146484,4323.077,4865.1284,0.61183465,0.2360084,0.070155464,0.06541832,0.013698119,4420.024,66.01529,-0.2777612,-0.3222301,4256.923,4566.154,0.2646669,0.5864328,0.01691792,0.12448875,0.0050040702,3941.8872,95.30868,-0.52324545,-0.19277859,3697.4358,4118.974,0.32571265,0.48343185,0.012885779,0.17375377,0.0032635154,4301.01,79.45707,-0.5189772,-0.4289136,4123.077,4449.231,0.38722554,0.53755236,0.015640674,0.05602583,0.0025114769,4247.035,102.51673,-0.39357844,-0.39740467,4005.1282,4444.1025,0.33762145,0.47425178,0.0107152,0.17207575,0.0045168223,3929.343,64.84325,-0.47660396,-0.27888417,3769.2307,4057.4358,0.30885392,0.5490603,0.023730364,0.11141425,0.004868431,4379.6074,40.92754,-0.69363266,-0.25778127,4286.154,4453.846,0.35715002,0.5957552,0.015872063,0.026012156,0.0039735464,4291.8955,89.38981,-0.49245206,-0.40861177,4093.3333,4458.974,0.37598577,0.49366608,0.01240128,0.11080537,0.006050633,4137.6523,100.239815,-0.38490507,-0.22663045,3878.9744,4343.077,0.30984882,0.5403421,0.013159898,0.13146387,0.003819773,2060.5977,66.84537,2.5260055,11.346546,1876.0,2405.0,77.1859296482412,0.0,,2047.2852,59.179813,3.2562015,13.683334,1929.0,2369.0,77.57575757575758,0.0,
1,1,96,4.0,3.0,2.0,4374.1587,7.935847,0.050191708,-1.061712,4359.4873,4390.2563,0.06409852,0.061754555,0.006868966,0.84161115,0.024773676,4089.391,7.622472,-0.05247975,-0.622113,4072.8206,4106.6665,0.17324732,0.27808324,0.024380166,0.49878982,0.023073759,4114.6997,47.537643,-0.52319616,-0.30779433,3976.923,4204.1025,0.45920807,0.4076073,0.03255517,0.09166449,0.006644031,4348.0728,54.05857,-0.41605183,-0.1767714,4185.1284,4465.1284,0.3178799,0.3637561,0.025760744,0.28265235,0.007525547,4243.125,64.74805,-0.28997573,-0.32110977,4064.6155,4396.41,0.32000622,0.3951692,0.025018772,0.24870235,0.008453365,4526.0376,17.956741,-0.33303392,-0.17039943,4476.41,4565.1284,0.4846679,0.3520816,0.040917657,0.097713605,0.019341247,4410.9897,43.899437,-0.2582969,0.062520266,4285.641,4524.1025,0.26266274,0.4661445,0.041317616,0.21719526,0.00943386,3903.4456,67.408676,-0.45700395,-0.20345998,3712.3076,4051.795,0.28564847,0.34330308,0.019809376,0.34105015,0.00795348,4258.886,51.953068,-0.5326329,-0.36242723,4108.718,4361.5386,0.4213575,0.4393066,0.026758337,0.10337632,0.006865533,4212.6885,68.51909,-0.39884344,-0.25847602,4010.2563,4361.026,0.2812939,0.37697884,0.020787338,0.3101121,0.008380971,3908.77,43.513786,-0.56721866,0.11089444,3771.282,3998.4614,0.31884384,0.42797333,0.043704472,0.19407515,0.011913659,4356.206,30.26988,-0.6128497,-0.37008023,4271.282,4406.6665,0.5689941,0.35467723,0.034507107,0.030372698,0.009224999,4247.1753,57.33348,-0.49781758,-0.11580968,4069.7437,4356.41,0.37887982,0.39202443,0.03509399,0.18011454,0.011354267,4121.326,64.686676,-0.47653162,0.07596445,3920.513,4256.41,0.20711558,0.47957513,0.029880013,0.27214524,0.009244214,2076.5938,63.752075,1.4965633,12.375458,1888.0,2452.0,118.15384615384616,0.0,,2071.1562,52.92882,3.1609426,19.273916,1959.0,2425.0,101.72185430463576,0.0,
1,1,97,4.0,3.0,2.0,4379.912,7.8021317,-0.22508532,-0.97831106,4363.077,4394.8716,0.10619737,0.052936,0.008022549,0.8126524,0.018953446,4096.827,7.042762,-0.035566125,-0.56101775,4081.0256,4113.3335,0.14660893,0.32881588,0.025852304,0.4734839,0.021871177,4190.4043,42.55755,-0.06636516,-0.78851056,4104.615,4286.154,0.47160113,0.3596128,0.027960109,0.12578146,0.010794528,4428.5137,49.437847,-0.085588485,-0.67521286,4313.846,4535.385,0.2760914,0.33298537,0.02493343,0.35428444,0.008128374,4341.118,62.373077,0.0018085762,-0.59982276,4192.8203,4496.923,0.2390837,0.33805496,0.01642979,0.39443934,0.008690529,4518.666,12.216257,-0.2503146,-0.6415596,4489.231,4546.154,0.09413181,0.57067645,0.079933725,0.2226317,0.02346291,4449.074,35.893444,-0.16661978,-0.569829,4367.1797,4540.5127,0.12152637,0.47889817,0.04526918,0.3391974,0.01048683,4004.8276,53.37998,-0.17901458,-0.70509696,3886.1538,4118.974,0.24366346,0.36122277,0.018691,0.3611859,0.012099302,4341.871,41.682655,-0.20873338,-0.64263463,4248.718,4440.0,0.3659876,0.4302714,0.020443814,0.16739066,0.011732537,4308.486,61.416843,-0.10319898,-0.5545647,4153.846,4461.026,0.16087022,0.32233676,0.019243054,0.4835059,0.010719404,3955.1443,35.707375,-0.31623128,-0.44943428,3867.1794,4032.8206,0.21562554,0.46710432,0.04676474,0.24939774,0.016196199,4382.0913,21.981714,-0.34248814,-0.6769016,4333.3335,4427.6924,0.4362075,0.44830716,0.030319635,0.06795228,0.012695477,4316.3545,52.302944,-0.07543442,-0.5212703,4189.231,4437.9487,0.3076608,0.34409368,0.0256581,0.30727446,0.011485543,4215.485,71.71639,0.5528021,0.30291176,4074.8718,4429.231,0.4291842,0.32136175,0.0323511,0.20897686,0.006467445,2061.7227,57.118755,2.5495028,18.585964,1872.0,2437.0,119.06976744186046,0.0,,2052.332,51.376698,3.1339464,18.993294,1927.0,2418.0,,,
1,1,98,4.0,3.0,2.0,4380.5894,7.932963,-0.23836067,-0.8361325,4362.564,4396.923,0.03956236,0.13432582,0.012013401,0.79132134,0.019503783,4095.8333,8.1596775,-0.124788985,-0.028558493,4073.3333,4116.41,0.12762272,0.4674804,0.030223576,0.35421944,0.016936405,4192.2393,50.55505,-0.22757317,0.028828144,4070.2563,4317.9487,0.16409022,0.6765686,0.03529694,0.11596542,0.004882574,4429.756,59.99815,-0.11083798,-0.05583644,4281.5386,4577.9487,0.15906632,0.538452,0.027748384,0.26889995,0.0037891732,4331.839,75.933075,-0.04041306,-0.21173406,4152.8203,4525.641,0.13318963,0.5472434,0.033275492,0.2774235,0.006886424,4508.7983,17.25613,-0.44465443,-0.2218473,4461.5386,4542.564,0.14780994,0.6563339,0.040758807,0.14165278,0.008729619,4436.206,49.278725,0.0030508866,-0.05511594,4316.41,4557.9487,0.114716865,0.6108605,0.044252254,0.2213685,0.0060262512,3987.2598,69.950005,-0.15332086,-0.15461874,3815.3845,4161.5386,0.11735816,0.5928301,0.04063489,0.24275133,0.00426523,4334.7314,54.648094,-0.11088686,-0.0048336983,4209.231,4475.8975,0.14039828,0.6848503,0.04505539,0.12323909,0.003710843,4292.8965,76.4837,-0.043384857,-0.10434461,4110.2563,4506.154,0.11065396,0.52412,0.034532152,0.3222771,0.0067284,3954.1587,48.85546,-0.081697606,0.26919055,3828.718,4083.5898,0.16762446,0.6061451,0.041260518,0.1756877,0.006502461,4381.9473,29.599594,-0.15618229,0.28205562,4310.2563,4462.0513,0.15193209,0.71519524,0.053562198,0.06789754,0.007965596,4310.3887,63.966194,-0.06336671,0.07284188,4153.3335,4483.077,0.13867201,0.5850614,0.0394748,0.22608854,0.008249306,4174.2065,78.5595,0.19105294,0.3969028,3988.205,4388.718,0.2161191,0.56014115,0.030542528,0.18870498,0.0030463191,2030.6367,55.981693,2.985264,20.543852,1849.0,2407.0,92.53012048192772,0.0,,2026.8789,47.119663,4.0103607,26.166872,1907.0,2385.0,93.65853658536584,0.0,
